x,f(x)
-1.83,28.34
2.17,5.70
-3.00,40.96
4.37,6.87
0.76,10.01
4.16,6.35
2.48,5.27
3.61,5.37
-1.04,21.31
0.66,10.48
4.01,6.01
2.52,5.23
0.82,9.75
-3.62,48.78
4.60,7.58
3.06,5.00
-4.53,61.65
-1.48,25.05
0.56,10.95
-1.05,21.39
4.44,7.07
-0.16,15.01
1.82,6.39
4.47,7.17
1.93,6.14
1.70,6.70
1.97,6.06
4.03,6.06
-2.16,31.60
2.10,5.81
4.87,8.49
-2.31,33.17
3.75,5.57
-0.73,18.92
-2.34,33.57
0.50,11.25
3.29,5.08
3.63,5.40
1.46,7.38
-2.60,36.35
2.89,5.01
-0.30,15.92
1.72,6.63
1.60,6.97
-1.91,29.14
4.57,7.48
-0.07,14.44
1.27,7.99
3.45,5.21
1.84,6.34
-2.83,39.04
-1.39,24.25
1.31,7.85
-2.28,32.90
-2.02,30.17
-4.55,61.94
-4.39,59.57
1.63,6.89
-0.24,15.52
1.87,6.28
2.48,5.27
4.66,7.74
-1.09,21.71
-2.37,33.86
-1.77,27.79
-2.42,34.33
0.30,12.31
1.52,7.18
-1.05,21.41
4.73,8.01
0.16,13.08
0.31,12.26
3.29,5.08
1.22,8.18
-3.65,49.18
-2.83,39.02
1.25,8.06
-1.16,22.27
1.63,6.89
-0.42,16.67
-2.35,33.63
0.38,11.87
-2.88,39.60
-2.35,33.58
-1.79,27.98
2.65,5.12
3.62,5.39
-2.96,40.53
0.04,13.75
-3.41,46.03
-2.49,35.14
-4.89,67.25
-4.01,54.13
-3.72,50.11
-3.22,43.65
4.96,8.83
3.90,5.81
-0.44,16.84
0.17,13.00
-0.44,16.83
-2.04,30.41
0.14,13.19
-1.08,21.67
-2.40,34.19
-1.02,21.13
4.70,7.88
-3.53,47.67
3.13,5.02
4.47,7.16
-1.24,22.98
-3.92,52.84
3.69,5.48
-2.64,36.83
2.06,5.88
0.15,13.12
-4.75,65.04
4.47,7.15
-2.54,35.65
-2.15,31.48
-2.15,31.48
1.65,6.82
-2.57,36.02
-0.21,15.29
2.85,5.02
3.09,5.01
-1.28,23.35
-0.91,20.26
1.13,8.50
-3.81,51.41
-1.14,22.15
-1.35,23.96
1.91,6.20
2.06,5.88
-2.14,31.41
3.17,5.03
3.33,5.11
3.93,5.87
4.60,7.55
3.04,5.00
-0.62,18.09
2.09,5.83
0.26,12.48
3.96,5.92
2.41,5.35
4.82,8.30
0.61,10.73
2.96,5.00
-3.05,41.57
-0.93,20.44
4.44,7.06
-3.47,46.87
-1.47,25.02
3.40,5.16
-1.44,24.68
0.97,9.10
0.46,11.47
-1.63,26.41
-1.79,27.91
-1.08,21.64
3.00,5.00
-3.59,48.47
-2.39,34.08
-1.98,29.79
1.55,7.10
3.88,5.77
-2.43,34.50
-0.17,15.03
4.91,8.64
3.13,5.02
-4.28,58.05
-2.62,36.56
0.48,11.34
1.12,8.55
0.10,13.39
-0.32,16.01
0.38,11.84
4.24,6.53
-1.02,21.14
0.29,12.33
1.44,7.42
-3.77,50.82
-2.18,31.80
4.85,8.43
2.51,5.24
-3.07,41.84
-0.36,16.31
-0.57,17.77
4.45,7.11
-5.00,68.95
-3.76,50.72
-2.44,34.63
1.81,6.40
-2.95,40.43
-3.87,52.25
-1.15,22.21
0.20,12.86
-1.27,23.24
-0.63,18.17
-3.82,51.54
0.18,12.98
1.03,8.87
1.07,8.73
1.60,6.97
-3.23,43.79
-3.81,51.36
2.74,5.07
3.47,5.22
3.29,5.09
3.33,5.11
-4.59,62.55
-1.54,25.59
-0.18,15.13
3.49,5.24
-1.08,21.68
2.50,5.25
-0.57,17.74
-2.77,38.33
-0.38,16.43
4.21,6.47
-0.08,14.50
-4.04,54.58
2.62,5.14
2.76,5.06
4.61,7.60
-0.44,16.82
-4.84,66.40
-0.24,15.53
3.77,5.59
-0.99,20.88
-4.87,66.99
1.21,8.20
-3.01,41.12
2.44,5.31
2.23,5.59
1.50,7.24
-1.97,29.68
-2.95,40.35
-0.19,15.19
-4.19,56.62
-4.45,60.43
-2.64,36.77
1.86,6.29
1.46,7.36
-2.66,37.02
2.29,5.50
3.59,5.34
1.28,7.94
0.90,9.41
-0.22,15.39
3.41,5.17
4.27,6.61
0.37,11.93
-2.26,32.69
1.25,8.07
-0.49,17.16
-1.77,27.77
4.64,7.70
0.64,10.58
-0.27,15.69
0.44,11.55
1.04,8.86
2.24,5.58
-0.45,16.91
-4.70,64.23
-4.05,54.75
2.21,5.62
2.08,5.84
-0.38,16.40
-1.48,25.08
1.98,6.04
4.50,7.24
0.53,11.11
-4.34,58.90
-4.99,68.85
-0.50,17.22
-2.28,32.83
1.14,8.46
2.34,5.43
-4.78,65.49
-1.15,22.19
0.23,12.70
0.97,9.12
0.10,13.38
0.16,13.05
-3.41,46.12
-1.78,27.84
3.26,5.07
-4.27,57.87
-4.98,68.71
0.87,9.54
2.97,5.00
1.15,8.43
4.35,6.82
-0.05,14.33
-2.21,32.10
1.75,6.57
-0.21,15.29
0.81,9.80
-4.58,62.43
1.12,8.53
2.94,5.00
3.45,5.20
4.07,6.15
3.22,5.05
0.65,10.50
-0.25,15.57
0.09,13.46
-0.12,14.71
1.11,8.57
2.86,5.02
3.22,5.05
-3.62,48.77
-3.46,46.74
-1.10,21.80
-2.01,30.08
-0.61,18.05
-2.78,38.43
2.54,5.21
-4.31,58.50
-4.63,63.27
0.72,10.21
-3.68,49.64
-3.82,51.53
2.61,5.15
3.61,5.37
-1.86,28.61
3.42,5.17
-3.30,44.73
0.32,12.17
2.47,5.28
1.14,8.45
-2.53,35.57
-4.80,65.89
-1.18,22.44
-2.10,31.03
-4.50,61.30
-0.57,17.77
-4.83,66.35
1.58,7.03
-2.78,38.46
4.02,6.03
-4.94,67.97
4.15,6.32
1.06,8.76
3.66,5.43
4.59,7.52
-3.36,45.41
1.25,8.06
4.03,6.06
-0.74,18.95
2.93,5.00
2.04,5.93
-3.13,42.62
1.82,6.39
-1.62,26.37
2.84,5.02
2.92,5.01
-1.35,23.94
-3.87,52.26
3.88,5.77
2.86,5.02
-3.33,45.11
-0.65,18.33
2.62,5.15
0.14,13.19
2.55,5.21
2.61,5.16
3.77,5.60
-2.28,32.85
3.04,5.00
-0.77,19.19
-0.64,18.27
2.96,5.00
-1.36,24.02
4.52,7.32
0.77,9.97
0.65,10.51
2.79,5.04
-3.59,48.42
1.98,6.05
4.83,8.34
-4.78,65.57
-3.63,48.93
1.24,8.10
3.97,5.94
1.33,7.80
3.23,5.05
-0.83,19.66
2.67,5.11
-0.96,20.72
1.75,6.56
2.42,5.33
-4.85,66.58
0.73,10.16
-3.94,53.12
-4.34,58.90
2.58,5.18
0.84,9.68
-4.87,67.00
-0.76,19.13
-3.50,47.27
-1.21,22.73
3.82,5.67
-3.54,47.76
-4.54,61.79
3.10,5.01
-1.41,24.48
2.04,5.92
0.39,11.79
4.76,8.11
0.97,9.10
3.19,5.04
-2.95,40.44
-2.88,39.57
-4.13,55.86
-4.48,60.94
0.69,10.33
-4.87,66.87
3.85,5.72
-1.24,22.95
-1.11,21.89
-1.09,21.74
-1.39,24.27
1.46,7.36
3.23,5.05
-4.77,65.32
1.17,8.35
-0.52,17.40
-0.24,15.53
-3.90,52.58
2.18,5.67
0.55,11.02
0.95,9.21
-4.98,68.65
2.63,5.14
-4.04,54.59
-0.97,20.79
0.35,12.02
0.96,9.16
0.88,9.51
1.70,6.70
-0.13,14.82
1.53,7.17
-3.17,43.09
-3.53,47.59
2.29,5.50
-4.49,61.17
3.44,5.19
-0.86,19.91
-0.38,16.39
0.11,13.32
1.63,6.87
-4.91,67.53
-1.29,23.41
-3.59,48.48
-2.80,38.63
-0.15,14.95
1.85,6.32
-1.15,22.25
1.90,6.21
-3.70,49.82
3.87,5.75
2.28,5.52
-0.98,20.84
2.03,5.93
-2.53,35.63
3.09,5.01
1.82,6.38
-0.75,19.04
-0.30,15.91
1.76,6.54
-3.92,52.93
3.99,5.97
-0.33,16.06
3.47,5.22
2.50,5.25
-1.54,25.61
1.82,6.39
1.85,6.32
1.02,8.94
2.64,5.13
-0.50,17.23
-1.51,25.31
-3.84,51.78
-3.38,45.75
1.02,8.93
-2.42,34.38
2.50,5.25
-4.61,62.89
3.71,5.51
0.51,11.19
-0.69,18.58
1.73,6.61
2.19,5.65
0.24,12.61
-3.63,48.99
0.53,11.10
3.48,5.23
-1.22,22.82
-3.64,49.16
0.43,11.60
-4.57,62.24
4.23,6.50
-4.92,67.67
4.46,7.12
4.59,7.52
-4.40,59.70
-2.57,36.04
1.65,6.82
-3.77,50.90
4.72,7.94
-4.31,58.38
-3.95,53.32
2.53,5.22
4.34,6.80
-2.88,39.60
-2.53,35.53
4.35,6.81
1.20,8.23
-1.04,21.34
1.28,7.96
-1.73,27.37
0.26,12.49
2.84,5.03
0.37,11.90
3.60,5.36
4.18,6.38
4.88,8.52
3.54,5.30
3.04,5.00
-1.97,29.71
4.42,7.02
-1.36,24.04
-3.13,42.53
4.85,8.44
2.30,5.49
-2.28,32.85
2.95,5.00
1.80,6.43
-1.22,22.79
4.21,6.45
3.64,5.41
0.39,11.84
2.79,5.05
-1.51,25.35
-3.24,43.89
-3.28,44.40
-3.82,51.57
-0.30,15.88
-0.55,17.64
-0.65,18.32
1.49,7.29
-4.13,55.81
2.65,5.12
2.81,5.04
-3.05,41.58
3.88,5.78
-0.49,17.20
4.99,8.97
0.13,13.24
3.56,5.31
2.21,5.62
4.98,8.90
0.25,12.54
-2.68,37.24
0.90,9.41
-3.98,53.74
-0.09,14.53
-2.01,30.12
2.64,5.13
-4.78,65.51
-1.38,24.18
2.51,5.24
0.48,11.36
-2.61,36.43
4.44,7.07
-1.32,23.69
0.29,12.35
-4.27,57.82
4.93,8.72
-4.81,65.93
-1.91,29.09
-4.02,54.33
-4.60,62.82
2.87,5.02
1.53,7.15
3.92,5.85
0.63,10.63
-3.81,51.33
-2.87,39.43
-1.59,26.11
-3.80,51.30
-0.04,14.21
-0.83,19.69
3.12,5.01
-3.31,44.84
-4.58,62.48
-2.99,40.87
1.10,8.62
1.25,8.07
3.69,5.48
-4.78,65.59
4.98,8.91
1.26,8.04
2.40,5.36
4.63,7.65
4.76,8.11
1.08,8.69
2.68,5.10
3.46,5.21
2.30,5.49
0.41,11.70
0.06,13.62
4.40,6.96
-1.71,27.17
-4.03,54.41
2.25,5.56
-2.51,35.34
3.36,5.13
0.99,9.03
0.98,9.07
-1.07,21.55
-0.57,17.73
3.35,5.12
3.08,5.01
2.63,5.14
1.40,7.56
-3.04,41.54
-2.07,30.75
4.88,8.54
2.10,5.80
-3.42,46.26
4.69,7.84
2.50,5.25
-4.66,63.67
3.16,5.03
2.90,5.01
1.10,8.62
2.76,5.06
-4.63,63.16
4.22,6.49
3.63,5.40
0.51,11.21
3.11,5.01
1.48,7.32
-1.39,24.29
0.64,10.56
0.55,10.99
3.64,5.41
3.87,5.76
0.33,12.12
-0.54,17.51
1.65,6.81
4.52,7.31
-0.60,17.97
-1.73,27.40
0.71,10.25
2.88,5.01
2.75,5.06
-1.07,21.54
-0.99,20.90
4.40,6.95
-0.19,15.17
1.45,7.39
1.86,6.30
-4.31,58.48
-2.58,36.10
-4.64,63.39
2.41,5.35
0.21,12.78
-3.87,52.15
-1.31,23.61
-2.58,36.09
2.40,5.36
2.41,5.35
-2.51,35.41
-3.00,41.01
3.39,5.15
0.88,9.49
3.12,5.01
2.24,5.57
0.14,13.18
1.40,7.56
0.38,11.85
3.80,5.64
-4.91,67.55
-4.56,62.21
-3.26,44.25
-2.85,39.27
-4.73,64.68
-4.84,66.40
1.92,6.16
-2.39,34.07
-1.79,27.91
-3.62,48.89
-2.45,34.72
-0.67,18.45
-3.01,41.16
3.37,5.14
-1.70,27.09
-2.54,35.74
-1.73,27.37
-0.10,14.59
0.03,13.84
2.15,5.73
-4.66,63.65
-4.66,63.69
4.99,8.98
-3.55,47.90
2.65,5.13
-0.74,19.00
1.37,7.67
-2.75,38.02
-0.24,15.52
0.95,9.19
2.17,5.69
0.18,12.93
0.35,12.02
2.49,5.26
-1.15,22.19
4.73,8.01
-3.84,51.73
-4.73,64.74
-4.09,55.24
-4.50,61.19
-3.20,43.46
0.47,11.39
-4.03,54.36
-0.90,20.23
3.70,5.49
3.04,5.00
-0.72,18.84
3.90,5.80
0.73,10.15
-2.43,34.51
-2.49,35.13
1.73,6.62
4.23,6.52
1.72,6.63
-0.40,16.56
-3.76,50.70
2.80,5.04
-0.22,15.38
-3.72,50.12
2.75,5.06
0.53,11.11
4.13,6.29
0.96,9.15
-1.81,28.14
-2.07,30.75
-2.19,31.94
-3.26,44.17
-2.12,31.19
1.44,7.44
4.38,6.91
3.34,5.12
-2.06,30.58
-4.02,54.22
4.91,8.67
3.12,5.01
-1.82,28.28
4.86,8.45
3.22,5.05
2.31,5.47
0.65,10.54
-2.12,31.21
1.88,6.25
2.32,5.47
3.28,5.08
1.81,6.42
1.41,7.53
-4.21,56.95
-3.78,50.99
-3.40,45.95
4.09,6.19
4.24,6.53
1.12,8.54
-2.53,35.56
2.28,5.53
-3.24,43.97
-0.19,15.15
-4.70,64.23
-2.03,30.30
4.74,8.04
-0.39,16.52
-2.52,35.42
-2.93,40.13
3.38,5.15
-3.28,44.49
-2.98,40.82
-3.21,43.62
-1.03,21.21
-1.72,27.26
0.30,12.28
-0.72,18.85
0.54,11.07
-4.10,55.45
3.01,5.00
-1.89,28.92
-4.87,66.94
0.47,11.41
-1.02,21.15
-3.54,47.79
-0.90,20.18
-0.98,20.83
-0.57,17.76
-2.13,31.31
1.55,7.11
-1.06,21.50
-1.82,28.26
0.84,9.66
2.05,5.91
4.13,6.27
4.25,6.55
-1.64,26.57
2.14,5.74
0.56,10.96
4.68,7.83
2.23,5.59
-1.32,23.63
-4.24,57.36
-0.90,20.22
0.06,13.64
-2.04,30.37
-2.02,30.22
2.33,5.45
-0.62,18.10
1.09,8.64
-4.16,56.29
3.08,5.01
-0.24,15.51
-4.89,67.20
-1.18,22.46
4.59,7.54
-1.52,25.42
-0.87,19.98
1.91,6.18
-1.92,29.23
-0.32,16.04
1.58,7.02
-4.58,62.52
0.67,10.44
-0.13,14.79
2.98,5.00
2.24,5.58
-2.28,32.91
-4.83,66.34
-1.67,26.83
0.56,10.95
3.38,5.15
-3.37,45.53
4.67,7.77
-0.73,18.93
4.45,7.10
0.74,10.12
2.28,5.52
-2.66,37.09
-0.21,15.33
1.17,8.34
2.53,5.22
-4.12,55.72
1.91,6.19
-3.15,42.82
1.35,7.72
3.47,5.22
-2.36,33.73
-1.56,25.83
-4.95,68.24
1.14,8.46
2.07,5.86
2.35,5.42
4.31,6.70
3.28,5.08
3.76,5.58
-3.09,42.06
2.97,5.00
4.79,8.20
-0.70,18.67
-0.07,14.41
0.57,10.93
2.64,5.13
2.41,5.35
1.01,8.98
1.27,8.01
2.24,5.57
-4.16,56.22
4.46,7.14
-2.30,33.06
-4.91,67.59
4.67,7.80
0.96,9.15
4.70,7.87
4.36,6.86
-4.16,56.28
-3.34,45.18
-3.19,43.35
-0.53,17.47
2.01,5.99
-1.04,21.36
3.63,5.39
-1.24,22.95
-2.55,35.77
-3.12,42.42
-1.60,26.13
2.18,5.66
-0.08,14.46
2.46,5.29
-1.11,21.85
1.89,6.24
-4.86,66.78
-3.51,47.35
4.14,6.31
-0.44,16.83
0.03,13.81
-1.41,24.48
-2.78,38.42
3.64,5.41
-3.34,45.16
-3.34,45.18
1.94,6.11
-1.70,27.12
1.27,7.98
-4.57,62.37
1.12,8.54
-1.20,22.65
1.91,6.19
-3.02,41.22
4.78,8.17
4.55,7.40
3.71,5.51
-0.85,19.80
-0.24,15.52
2.02,5.96
3.08,5.01
-1.22,22.80
-4.18,56.53
4.63,7.67
0.66,10.50
-2.09,30.88
-0.33,16.09
-4.39,59.55
-1.66,26.73
0.52,11.16
-4.89,67.30
2.86,5.02
-2.55,35.83
-3.81,51.34
-3.18,43.22
1.94,6.13
3.45,5.20
-4.84,66.54
-4.53,61.76
4.50,7.25
-2.25,32.54
-4.22,57.17
3.91,5.83
4.57,7.48
-1.47,25.00
1.86,6.30
-2.14,31.39
4.43,7.04
0.64,10.56
1.94,6.13
-0.55,17.58
-4.85,66.56
-0.56,17.69
-3.04,41.43
-1.13,22.08
4.37,6.88
4.32,6.74
-4.02,54.28
-2.56,35.89
4.97,8.88
-4.10,55.35
1.51,7.23
-4.55,61.95
4.37,6.87
4.78,8.19
-2.22,32.21
-0.81,19.55
3.23,5.05
0.95,9.22
-4.70,64.30
4.81,8.29
-3.62,48.81
0.27,12.44
4.47,7.17
1.16,8.38
-3.82,51.58
-1.35,23.89
-0.13,14.82
-0.61,18.06
0.57,10.88
4.79,8.19
3.84,5.70
-4.61,62.98
3.77,5.60
-0.08,14.50
-4.87,66.90
-0.22,15.34
-2.70,37.49
-3.47,46.89
3.65,5.43
1.21,8.19
3.36,5.13
-1.84,28.40
-2.72,37.74
0.84,9.65
0.27,12.47
-0.42,16.72
0.53,11.12
0.04,13.76
1.86,6.31
-0.35,16.20
-2.39,34.10
-1.55,25.69
-1.08,21.67
-0.40,16.53
4.39,6.93
-3.18,43.18
0.91,9.35
-4.54,61.83
4.83,8.34
-2.61,36.50
0.50,11.24
-3.03,41.40
-2.70,37.52
4.89,8.57
1.69,6.72
4.64,7.68
-4.36,59.17
2.84,5.03
4.89,8.58
2.99,5.00
-2.37,33.88
2.99,5.00
-1.45,24.76
0.68,10.37
0.99,9.05
0.80,9.84
-2.40,34.17
-2.25,32.54
3.36,5.13
-4.04,54.51
3.44,5.19
-4.13,55.79
-2.13,31.35
-4.92,67.67
-0.96,20.66
0.24,12.63
0.53,11.10
3.10,5.01
-4.86,66.78
0.52,11.15
-0.91,20.27
1.06,8.78
0.54,11.03
4.09,6.19
-4.49,61.07
0.49,11.32
0.27,12.48
-3.28,44.39
-4.12,55.75
-1.12,21.98
0.09,13.49
4.87,8.50
2.24,5.57
-3.60,48.51
-4.83,66.35
-1.30,23.47
0.62,10.67
1.42,7.50
3.31,5.10
-2.88,39.57
-1.95,29.48
1.17,8.35
0.54,11.07
4.26,6.59
-0.21,15.31
4.49,7.23
-2.19,31.95
1.99,6.01
4.19,6.42
-4.64,63.35
2.97,5.00
4.47,7.16
-0.72,18.80
-0.31,15.95
1.15,8.43
-1.13,22.10
-0.27,15.70
2.90,5.01
0.26,12.51
1.12,8.53
-2.86,39.30
2.45,5.30
-4.30,58.22
-3.32,44.96
-0.06,14.37
-2.11,31.08
-0.38,16.41
4.05,6.11
0.99,9.04
0.57,10.91
-4.21,57.00
3.36,5.13
2.78,5.05
-3.23,43.82
0.70,10.30
2.87,5.02
0.11,13.34
0.86,9.57
-4.96,68.39
4.13,6.28
-0.33,16.11
-0.49,17.18
-2.49,35.16
0.18,12.94
4.54,7.39
4.16,6.34
4.64,7.69
2.06,5.89
-0.94,20.49
-3.44,46.43
-3.83,51.60
-4.12,55.67
-3.97,53.59
1.34,7.74
-4.64,63.34
-3.41,46.12
4.17,6.37
0.31,12.23
-2.38,33.89
4.58,7.48
-1.75,27.53
-4.40,59.73
-1.12,21.94
-1.50,25.28
-1.81,28.12
2.54,5.21
-2.92,40.01
0.71,10.26
-3.76,50.65
-1.39,24.24
-3.52,47.47
1.97,6.06
3.44,5.20
1.89,6.24
4.55,7.41
-1.55,25.66
-2.71,37.62
0.85,9.63
-4.47,60.73
-2.79,38.52
2.82,5.03
-2.33,33.42
3.10,5.01
-4.03,54.37
-1.71,27.19
-1.31,23.59
-3.13,42.63
-0.67,18.49
4.86,8.44
-0.92,20.33
4.13,6.28
-3.94,53.20
-3.10,42.16
3.55,5.31
-1.55,25.67
1.90,6.20
-4.06,54.79
1.20,8.25
1.55,7.10
-2.23,32.31
-3.62,48.82
0.73,10.14
3.49,5.24
-4.01,54.12
-4.13,55.86
1.67,6.78
-1.16,22.34
-3.83,51.68
-3.54,47.78
-1.88,28.83
3.29,5.09
-2.11,31.10
-4.70,64.35
4.65,7.71
-3.95,53.31
-0.43,16.73
-4.78,65.52
-2.47,34.89
-1.87,28.69
1.53,7.15
-3.67,49.46
0.85,9.62
-4.17,56.42
-3.36,45.39
-0.73,18.91
3.85,5.72
1.39,7.59
3.78,5.61
-0.20,15.23
-4.85,66.61
0.25,12.57
-2.38,33.92
2.14,5.74
-0.40,16.55
-4.86,66.78
3.45,5.20
-4.64,63.34
-4.26,57.78
2.73,5.07
-3.03,41.42
3.28,5.08
-4.74,64.85
-2.38,33.98
-2.58,36.10
3.11,5.01
1.21,8.22
1.84,6.35
-3.13,42.58
2.54,5.21
-2.08,30.78
-4.41,59.90
-0.39,16.48
-2.23,32.33
4.60,7.57
-3.91,52.78
3.77,5.60
-2.47,34.96
3.51,5.26
-2.84,39.16
1.13,8.50
-0.82,19.56
-4.22,57.08
1.72,6.64
2.40,5.36
3.68,5.46
0.32,12.16
2.94,5.00
2.49,5.26
-4.91,67.55
-3.90,52.56
-2.51,35.37
4.43,7.04
-0.51,17.32
3.96,5.93
-3.76,50.75
1.12,8.52
5.00,8.98
1.84,6.34
3.39,5.15
1.35,7.71
1.76,6.55
-3.52,47.48
-4.91,67.54
0.10,13.42
-3.86,52.12
-4.67,63.77
2.45,5.30
3.58,5.34
-1.81,28.17
4.87,8.49
1.81,6.41
-3.73,50.34
-4.76,65.28
-4.79,65.61
-2.51,35.40
0.39,11.80
-2.67,37.14
-3.44,46.44
-2.06,30.60
-1.25,23.06
2.17,5.69
-0.22,15.35
-3.07,41.84
-2.25,32.59
-1.87,28.69
2.23,5.59
-4.82,66.10
1.04,8.85
4.14,6.31
-0.13,14.81
-3.41,46.04
3.63,5.39
4.06,6.11
-1.51,25.33
-4.68,64.01
2.52,5.23
1.61,6.94
0.18,12.98
-3.41,46.12
2.86,5.02
-0.89,20.10
-4.26,57.65
4.56,7.44
-2.22,32.25
-0.61,18.06
0.57,10.92
-4.84,66.48
-3.91,52.75
-4.27,57.86
-1.14,22.12
0.43,11.62
4.49,7.22
-0.67,18.46
1.19,8.29
3.70,5.49
-0.10,14.63
-3.23,43.79
0.89,9.45
1.58,7.01
3.18,5.03
3.00,5.00
-2.09,30.92
-0.32,16.05
-2.30,33.13
-3.33,45.01
2.47,5.28
3.69,5.48
4.76,8.08
-4.47,60.77
-2.96,40.48
-3.21,43.62
3.44,5.19
-0.98,20.87
2.18,5.67
-3.23,43.82
4.04,6.07
4.41,7.00
0.74,10.13
4.02,6.04
2.72,5.08
0.43,11.60
-4.52,61.48
2.06,5.88
0.18,12.96
-0.85,19.85
-2.98,40.81
-2.04,30.44
-1.69,27.01
3.26,5.07
2.50,5.25
-1.07,21.57
-2.74,37.91
0.56,10.94
0.94,9.23
-4.99,68.88
-0.23,15.42
1.77,6.50
-2.75,38.02
4.78,8.15
0.90,9.40
0.86,9.57
-4.22,57.16
2.90,5.01
-0.85,19.86
-0.55,17.59
3.63,5.40
3.51,5.26
-0.84,19.75
-1.98,29.81
-4.34,58.95
3.13,5.02
-2.70,37.50
-2.95,40.43
-4.26,57.75
0.54,11.03
-1.38,24.15
0.69,10.35
3.66,5.44
-1.38,24.16
-1.95,29.51
3.98,5.96
2.84,5.03
4.88,8.52
-1.06,21.48
2.24,5.57
1.80,6.43
3.48,5.23
-0.43,16.76
-2.18,31.82
1.58,7.02
1.20,8.25
1.63,6.88
-4.91,67.55
1.79,6.47
3.84,5.70
-4.80,65.84
-0.67,18.47
0.67,10.41
-2.42,34.36
1.52,7.20
-1.12,21.99
-1.93,29.35
1.90,6.21
-1.81,28.14
2.87,5.02
-4.20,56.81
-3.23,43.81
1.58,7.03
-1.28,23.29
-2.91,39.97
-2.91,39.97
-2.51,35.38
4.62,7.62
4.84,8.37
1.52,7.20
4.54,7.37
2.13,5.75
-0.80,19.40
1.32,7.84
4.11,6.22
3.46,5.21
-3.85,51.86
-2.96,40.54
-2.95,40.45
-4.31,58.41
2.19,5.65
-2.48,34.99
0.16,13.06
1.91,6.18
-4.79,65.62
-3.94,53.11
4.70,7.90
-4.79,65.64
-2.22,32.22
3.23,5.05
-4.86,66.80
-3.01,41.12
-2.93,40.20
4.49,7.22
-1.16,22.28
-4.58,62.48
-4.77,65.44
3.42,5.18
-3.53,47.60
3.39,5.16
-4.96,68.35
-1.84,28.40
-1.70,27.08
-2.15,31.57
-1.74,27.50
-0.53,17.48
4.00,6.00
3.90,5.81
-1.74,27.51
3.76,5.57
2.06,5.89
-1.94,29.39
4.46,7.14
3.37,5.13
0.34,12.07
4.32,6.74
3.19,5.03
-0.67,18.47
1.04,8.85
-4.14,56.05
-1.54,25.57
-0.93,20.45
1.83,6.36
2.94,5.00
-3.04,41.53
2.47,5.28
-0.11,14.65
4.51,7.29
2.88,5.02
-4.88,67.04
-2.99,40.90
-3.18,43.17
2.58,5.18
-3.37,45.53
2.11,5.79
-2.18,31.80
3.48,5.23
-4.59,62.56
2.26,5.54
-0.23,15.41
-1.21,22.73
-1.41,24.43
4.23,6.52
-4.04,54.62
-2.43,34.49
-2.76,38.18
-3.27,44.37
-0.48,17.09
-0.24,15.51
2.59,5.17
-2.46,34.84
3.81,5.66
-3.12,42.49
-1.49,25.12
0.94,9.23
3.82,5.68
2.26,5.55
-0.85,19.83
-2.02,30.19
-1.99,29.88
-0.91,20.30
-1.69,27.00
-3.58,48.26
-2.04,30.37
0.59,10.82
-0.96,20.69
-2.26,32.65
1.15,8.41
4.33,6.78
-2.48,34.98
-4.38,59.53
-1.46,24.92
1.88,6.25
-4.54,61.79
4.16,6.34
4.43,7.05
-4.38,59.47
-1.05,21.43
4.41,6.97
0.86,9.59
-2.95,40.44
-0.08,14.46
4.41,6.98
2.32,5.46
4.67,7.77
-1.58,25.94
1.68,6.74
-0.09,14.57
4.96,8.84
-0.21,15.33
-3.26,44.13
-4.62,63.00
-2.94,40.25
1.45,7.39
3.05,5.00
-2.83,38.93
0.21,12.81
-1.94,29.41
1.58,7.01
-0.12,14.77
3.21,5.05
1.91,6.18
-1.73,27.37
-1.67,26.83
-3.04,41.44
-1.60,26.20
-1.70,27.09
-4.71,64.47
4.00,6.00
2.19,5.66
4.50,7.24
-0.98,20.83
4.31,6.71
0.81,9.80
-3.96,53.51
3.44,5.19
2.62,5.15
-3.50,47.28
-0.16,15.01
-1.21,22.75
0.57,10.90
-3.86,52.10
-0.68,18.52
-4.76,65.19
-3.46,46.80
1.61,6.93
4.39,6.92
-4.64,63.30
-3.01,41.08
-0.27,15.68
1.88,6.25
3.81,5.65
-4.01,54.14
1.77,6.52
-1.76,27.70
4.35,6.83
3.33,5.11
-2.59,36.24
4.38,6.89
5.00,9.00
-1.98,29.77
-2.96,40.50
-1.44,24.72
1.57,7.05
0.65,10.51
-0.84,19.75
4.46,7.14
-0.93,20.43
-2.56,35.92
-3.12,42.47
0.34,12.09
-2.00,29.99
-1.04,21.32
-1.40,24.36
-0.03,14.18
-0.47,17.02
-1.32,23.69
3.12,5.01
-2.21,32.11
-0.26,15.62
-0.09,14.55
-1.27,23.24
-1.52,25.42
-2.15,31.51
-4.99,68.77
-0.79,19.35
-3.88,52.36
-2.24,32.49
-2.74,38.00
-3.05,41.64
-0.80,19.42
-4.84,66.48
4.07,6.14
4.92,8.70
-4.47,60.73
4.92,8.69
0.25,12.58
4.86,8.44
-4.61,62.93
4.57,7.46
1.01,8.97
-1.75,27.56
2.29,5.50
0.15,13.10
-2.32,33.33
0.88,9.51
-1.84,28.42
0.23,12.66
3.48,5.23
-1.16,22.33
3.65,5.42
2.07,5.87
2.76,5.06
-3.85,51.93
-4.95,68.22
1.81,6.41
4.64,7.69
-0.36,16.32
-3.58,48.36
-2.99,40.87
1.53,7.16
-3.24,43.93
-0.93,20.47
-4.58,62.45
3.22,5.05
