x1,x2,x3,f(x1,x2,x3)
5959972,5955634,5.53,77.48,,
3429519,6162874,7.95,22.31,,
684184,4373546,0.4,1260.15,,
7618378,8220193,2.93,486.96,,
6115587,7317097,5.55,97.07,,
9003765,8210341,6.75,108.16,,
6729316,6488172,9.51,32.24,,
6805833,7958891,2.76,473.87,,
5174069,749237,1.7,89.51,,
1111723,5709814,0.6,1162.13,,
3325105,5725528,2.62,184.45,,
2231356,3255104,2.97,55.02,,
956245,7499782,2.08,110.23,,
200344,8681894,1.66,42.2,,
2404254,9105533,1.47,679.47,,
8844933,1110730,0.49,2751.27,,
1859207,3989725,8.04,7.67,,
8159635,8921420,0.46,23023.19,,
9168760,8275064,5.36,176.04,,
7707700,9438213,4.72,218.21,,
6569272,4906502,8.29,31.28,,
5945586,5699301,7.29,42.54,,
3809147,286221,8.74,0.95,,
9602038,1173184,0.27,10600.42,,
3542092,7463694,4.42,90.32,,
7054390,8981017,4.38,220.7,,
9608024,1167684,6.51,17.64,,
6506145,1912384,8.44,11.67,,
2045934,1333613,8.23,2.69,,
9601681,645722,0.46,1939.84,,
6212498,3113322,3.58,100.54,,
2318321,7387498,2.56,174.02,,
9390971,3645756,5.84,67,,
1369786,5316755,0.9,606.61,,
665009,5213078,4.64,10.73,,
344129,1377699,5.47,1.06,,
4960326,5798451,9.47,21.42,,
7540576,4276713,9.28,24.97,,
1646953,882206,8.45,1.36,,
3723846,8442123,1.33,1185.19,,
1518523,1868711,2.22,38.26,,
1010041,332389,0.68,47.79,,
1128615,8646862,6.17,17.13,,
6934569,6223352,9.1,34.81,,
3732938,9813379,7.58,42.57,,
9701586,7155909,9.13,55.63,,
4776276,1645473,0.5,2096.49,,
9087691,7805201,4.59,224.49,,
13577,3158952,1.47,1.33,,
7706609,2491984,3.78,89.58,,
9627200,6124133,8.18,58.83,,
9339347,7800995,9.07,59.12,,
5093065,5082304,8.46,24.12,,
1308214,3008107,6.38,6.46,,
3854177,5388012,8.88,17.59,,
5329416,2422394,6.24,22.16,,
8291096,9537705,0.19,143129.77,,
2581460,5766212,9.09,12.03,,
8122905,3332102,2.4,313.6,,
7480196,3038897,9.79,15.82,,
6503629,9227120,9.05,48.87,,
3931576,3777562,2.44,165.92,,
92090,6901498,2.56,6.49,,
4422795,4624783,2.32,254.48,,
5569783,4115629,3.51,124,,
8933420,9157354,4.02,338.39,,
8868756,9428576,4.45,281.43,,
437585,2613462,2.17,16.2,,
1668470,210344,3.15,2.36,,
6773343,5545759,6.23,64.6,,
6381428,8753966,4.46,187.01,,
2498681,7810383,8.65,17.41,,
5259795,7243481,7.62,43.81,,
1648577,605387,7.61,1.15,,
7498610,984795,5.62,15.58,,
7391501,5068211,8.92,31.45,,
2512214,1398960,1.61,90.65,,
6976676,3118737,5.13,55.2,,
7373558,1130687,4.85,23.69,,
6216978,789105,4.3,17.72,,
3590069,1995026,1.98,122.07,,
9592820,2883241,5.95,52.09,,
6100806,1013866,6.31,10.37,,
5555834,8336269,6.8,66.87,,
5388959,601149,3.7,15.79,,
2988225,2471498,1.76,158.52,,
8776618,7904582,1.13,3647.57,,
9195141,4995616,9.72,32.45,,
8234898,2741069,1.63,567.43,,
8924042,9008486,7.45,96.58,,
2582599,5688710,9.15,11.71,,
672981,6983371,5.13,11.92,,
7413961,3522758,6.38,42.81,,
617856,9112146,2.74,50.21,,
8354958,6265032,6.16,91.92,,
359964,7115124,2.73,22.9,,
1268591,2190159,5.89,5.34,,
3290171,9043670,8.31,28.72,,
1954798,6475268,2.69,116.97,,
8370040,8348699,0.76,8179.52,,
7226482,5035203,6.92,50.74,,
809361,439400,1.25,15.14,,
4799304,6902805,9.4,25,,
4192985,5846461,3.13,166.86,,
2466267,2062731,4.73,15.2,,
2750718,3238303,1.18,426.83,,
3429832,6886027,3.39,137.18,,
7393754,9503805,0.07,968423.2,,
383183,5281102,4.29,7.34,,
8657843,5092592,5.07,114.27,,
9915876,5699465,1.63,1417.14,,
6715374,9382989,2.34,768.7,,
2327244,2679486,4.13,24.41,,
3059774,9298279,2.07,443.64,,
1428850,4258870,5.59,12.98,,
1463184,4323711,2.51,67.15,,
2076529,1785536,5.5,8.19,,
9439979,988821,4.67,28.56,,
2889984,3928082,3.76,53.55,,
3267848,8546147,6.17,48.95,,
1158752,9726462,5.44,25.37,,
3388844,8128592,3.46,153.81,,
5124566,2067809,8.94,8.84,,
4633482,7908821,6.58,56.48,,
5084867,9357030,6.51,74.87,,
7895574,8465685,0.18,145396.73,,
3484026,7161965,7.83,27.19,,
9969256,5447769,1.82,1089.48,,
3579493,5732587,2.01,340.5,,
8348475,492255,1.93,73.66,,
323763,1584526,2.72,4.64,,
6703279,532777,9.44,2.67,,
1109957,2837419,6.48,5,,
382305,635270,1.22,10.85,,
2314176,2504553,5.76,11.64,,
9350040,6451582,4.73,179.94,,
5247147,9795374,6.09,92.6,,
6197304,3499522,3.17,144.02,,
1871137,4019100,1.68,177.1,,
9848608,6836696,9.96,45.27,,
8422461,4092934,8.19,34.26,,
5001271,6534474,3.48,180.37,,
1722934,9072259,7.44,18.83,,
881559,8915788,5.07,20.39,,
9602116,5652570,2.51,575.07,,
7925129,4773169,4.24,140.47,,
2935797,1868945,5.62,11.59,,
2100194,4642455,2.47,106.61,,
6727689,1155446,0.99,533.28,,
9799723,8144712,7.97,83.82,,
12604,6658301,7.12,0.11,,
2740889,1319960,6.42,5.85,,
5355310,7878100,9.67,30.13,,
8752843,2535912,1.65,544.79,,
6422372,7429171,7.5,56.55,,
908487,3708914,1.4,114.34,,
4258559,4764542,9.51,14.97,,
7999770,8210905,6.16,115.61,,
7742506,1088201,6.75,12.34,,
3753924,1167023,6.38,7.17,,
6794282,3735409,6.57,39.24,,
4014383,782554,4.1,12.49,,
8029778,3457671,4.55,89.34,,
5512831,4166419,0.72,2989.9,,
4611336,1088174,9.56,3.67,,
8155109,8222939,4.79,194.83,,
8542343,8396710,9.06,58.28,,
3701073,9625989,4.27,130.17,,
5595166,1998167,0.3,8436.89,,
7875179,1111562,4.55,28.23,,
7514269,4611168,9.09,27.98,,
8121671,8983771,3.49,399.75,,
5500370,9745747,8.16,53.69,,
2657613,6791581,0.26,17282.67,,
3320926,8561124,9.8,19.77,,
5204353,8109690,6.74,62.01,,
3579458,4727575,7.42,20.51,,
2861904,8148839,9.98,15.62,,
4490047,7739530,9.54,25.46,,
1791533,4436636,1.33,301.23,,
2072712,7057824,7.76,16.21,,
9449635,7604425,0.51,18231.44,,
846842,9435959,8.67,7.09,,
1951274,1742060,3.65,17.03,,
1923919,5870537,1.68,267.5,,
2530780,1255576,6.98,4.35,,
6991785,2304703,2.52,169.35,,
4514562,6461050,5.53,63.67,,
5836316,4299921,0.47,7633.01,,
431581,674878,6.21,0.5,,
9084883,6100965,5.15,139.2,,
2826912,181468,3.42,2.93,,
1809196,4185734,9.72,5.34,,
644216,7614037,4.74,14.54,,
3385741,8319667,1.83,564.07,,
5605585,3340652,5.07,48.57,,
7857078,9741420,4.27,280.54,,
3499270,3542851,3.75,58.96,,
2604678,1542292,1.07,236.1,,
3999440,5992201,7.94,25.38,,
7276409,3878380,2.41,324.48,,
5861712,6875659,2.6,396.76,,
6550553,2795218,6.67,27.46,,
6358364,7087466,5.1,115.83,,
5939823,5258935,6.4,50.82,,
1789566,5537765,4.57,31.63,,
3746553,4397517,4.72,49.44,,
8725681,2551324,9.69,15.83,,
3448094,8711146,8.45,28.1,,
2686873,4014688,3.74,51.46,,
1722665,6674576,9.9,7.82,,
593292,4457389,6.42,4.28,,
3629614,2751360,2.78,86.15,,
9924913,9571037,3.62,483.36,,
1330835,4279992,0.59,1102.3,,
649962,1067467,8.87,0.59,,
3070807,9738393,1.82,602.96,,
7207631,2659082,6.89,26.92,,
9861223,2559439,2.05,400.42,,
4223375,2421524,2.45,113.56,,
5879409,2813937,6.62,25.2,,
1785182,9455783,3.37,99.15,,
3385287,2353891,7.23,10.18,,
9169631,2489032,1.37,815.72,,
2069212,7530183,2.86,126.74,,
5881384,4401501,5.05,67.75,,
9065937,8307456,6.22,129.92,,
4071047,1675725,4.78,19.93,,
5811578,926103,1.13,279.62,,
2737694,3435073,8.66,8.37,,
5788449,8698650,0.26,48174.87,,
652648,6702235,8.23,4.31,,
6661837,1687169,4.92,30.97,,
6772170,2622352,3.11,122.55,,
1488826,8757901,4.7,39.44,,
2392128,7106171,7.19,21.96,,
4485519,7104426,2.72,287.07,,
5979999,6197603,3.95,158.16,,
4402010,7371976,0.85,2964.43,,
7141780,5707485,0.43,14876.44,,
1020287,5498508,4.26,20.6,,
9504997,9768729,3.45,521.17,,
9795692,6689774,4.94,179.32,,
4743043,8513277,9.83,27.91,,
4205990,9210430,5.66,80.62,,
163789,9965780,0.79,174.61,,
4623609,1429815,2.96,50.27,,
9207139,7296813,8.65,59.96,,
2635937,9750154,8.42,24.21,,
1696662,118728,4.14,0.79,,
2520929,418470,7.81,1.15,,
9263465,1854763,4.26,63.04,,
7965980,1541105,3.68,60.63,,
1452542,474462,8.41,0.65,,
5389925,7462071,2.37,478,,
8695496,6344298,6.07,100.05,,
978327,1968681,2.12,28.61,,
4213773,6648678,7.39,34.27,,
5960624,4204408,8.27,24.45,,
2175557,1622570,1.34,130.98,,
4993787,6268777,1.72,707.52,,
1982770,1822344,6.75,5.29,,
7834516,6322614,9.74,34.84,,
1593539,4079568,7.91,6.93,,
3363444,1920780,5.98,12.06,,
7933048,7428335,3.04,424.17,,
3213025,3232063,4.2,39.34,,
5387683,8286243,6.39,73.06,,
6291969,8235770,8.48,48.09,,
9457034,5167344,9.68,34.8,,
1661648,7335475,8.82,10.45,,
6782237,2961672,4.06,81.31,,
485244,520494,3.74,1.2,,
6974044,7468383,6.4,84.79,,
8222206,4393803,9.43,27.1,,
2030456,8344943,2.27,219.73,,
8171370,4149960,2.71,308,,
5520869,8607530,0.36,24823.91,,
2813323,5232913,0.66,2267.47,,
2869868,325951,8.83,0.8,,
8413863,766831,3.75,30.65,,
1654830,7005312,4.29,42.08,,
9038476,8384104,2.45,843.77,,
4262450,9517792,3.54,216.06,,
1199753,9579298,0.62,1971.86,,
9603859,9945313,1.86,1842.96,,
7576210,7050048,0.97,3786.06,,
4108090,8217470,6.92,47.11,,
57431,4003331,1.02,14.73,,
6656234,8119312,6.78,78.47,,
4886039,5443988,5.22,65.11,,
7412415,4644722,5.29,82.21,,
8283091,9017318,1.92,1345.84,,
4823569,1632505,0.72,1010.57,,
4154428,3543643,1.46,463.07,,
2456876,7260203,9.86,12.25,,
8334298,1212558,5.34,23.69,,
2926438,2627056,6.9,10.77,,
9493329,4514728,9.25,33.41,,
1145936,2257178,6.45,4.15,,
3735926,9479527,4.74,105.31,,
4297629,9010952,0.43,13823.39,,
8193073,5323812,2.68,405.04,,
4806287,6646458,0.15,96165.51,,
1498164,7731163,5.1,29.7,,
47852,2755043,7.66,0.15,,
1068782,2401722,2.62,24.86,,
5916465,15894,9.56,0.07,,
4980072,2360595,7.97,12.36,,
3020636,8566459,0.99,1748.46,,
7458138,9642859,2.14,1050.61,,
7686600,9132895,6.79,101.52,,
6890434,485865,2.53,34.99,,
622981,7014637,6.89,6.14,,
9583257,1417833,9.77,9.51,,
1461200,2614678,3.66,19.02,,
8304579,3665220,5.12,77.49,,
358736,6865459,8.16,2.47,,
1448514,6937343,2.25,131.94,,
369053,5113448,3.15,12.66,,
2738435,1846321,6.75,7.41,,
4658316,147206,6.84,0.98,,
8593678,8763727,3.33,453.73,,
8742224,5881477,8.91,43.18,,
4308983,7592049,9.71,23.17,,
5701561,9058747,3.97,218.61,,
7536172,350668,1.68,62.73,,
2561770,8166723,0.92,1637.16,,
9452783,7614410,0.32,48054.39,,
846219,4813856,5.45,9.14,,
9145697,2586701,2.63,228.04,,
7760223,3302477,5,68.44,,
9602015,7556772,4.16,279.86,,
2709911,5977910,4.49,53.54,,
3530846,6494343,3.37,134.47,,
4387207,71154,1.16,15.6,,
9124528,9777291,5.46,199.75,,
9992274,1067957,9.86,7.33,,
5907692,3687233,4.64,67.61,,
9900965,8812074,1.34,3251.01,,
242803,3680230,5.91,1.71,,
2427290,878548,4.67,6.53,,
5617066,6773941,2.52,400.64,,
4628607,6546791,6.83,43.39,,
6049113,9779449,5.77,118.4,,
9249224,4951487,0.11,263239.26,,
5845883,8065694,3.84,213.28,,
5872091,3621976,4.87,59.72,,
4585939,5858499,3.8,124.23,,
6361522,6330155,4.19,153.06,,
7860069,9778031,7.6,88.8,,
6909291,8000322,8.25,54.15,,
1748457,9135674,3.93,69,,
4038275,1482836,9.52,4.41,,
7154964,1159211,7.86,8.95,,
8067403,6823611,4.68,167.69,,
4540510,4780975,1.15,1085.88,,
2782717,4095277,6.49,18.07,,
6040805,6535510,6.22,68.1,,
3188668,7332463,4.28,85.14,,
6910229,6291161,9.63,31.26,,
3338650,7707523,7.65,29.37,,
7903337,8799317,2.57,701.44,,
7280749,1219071,3.45,49.64,,
6535262,1112141,7.96,7.65,,
7767809,561390,9.16,3.47,,
9233348,6410214,4.35,209.07,,
646361,4585018,1.69,69.06,,
6651825,4574322,8.72,26.71,,
8445182,9420864,5.25,192.29,,
1875910,2317829,6.11,7.77,,
2845331,1002686,0.44,969.96,,
7616293,4965503,1,2525.81,,
7417961,4604648,2.5,365.25,,
2566692,7821475,1.41,672.86,,
985473,3401934,7.23,4.27,,
6560177,2938610,7.34,23.89,,
752276,8907791,8.82,5.75,,
4362220,7591977,2.84,273.6,,
1349049,4367227,1.46,184.39,,
5858174,7357407,6.48,68.47,,
8630136,7757388,5.08,172.94,,
9169470,5498956,2.31,632.83,,
9917234,5417910,1.23,2366.58,,
486570,7567621,6.13,6.54,,
2049231,7447235,8.64,13.65,,
9681932,6348319,1.52,1778.56,,
2407644,5706535,2.7,125.95,,
7951664,5219860,0.26,40267.11,,
6376341,5311435,1.3,1336.99,,
7547625,5685054,9.87,29.4,,
3184290,7105675,9.85,15.55,,
886400,3246030,5.69,5.92,,
7377771,8485906,0.6,11723.21,,
3252013,4631829,1.34,560.61,,
1148533,1789713,6.95,2.84,,
3817278,2454277,2.99,69.87,,
6938336,9462014,0.4,27528.05,,
5187841,7666514,3.86,177.92,,
121529,2284415,4.79,0.81,,
7360874,7642579,0.25,60004.02,,
747032,3539572,5.05,6.92,,
7214216,8370263,3.56,317.93,,
244098,1751762,9.47,0.32,,
4386638,3853848,4.65,52.22,,
3810479,9488228,5.92,68.94,,
8827494,5154074,6.82,65.24,,
2551647,7009997,6.28,30.26,,
9462730,4705111,2.09,677.92,,
2823895,8257174,3.05,166.83,,
9343853,2596029,9.12,19.47,,
1450866,1777914,4.52,8.41,,
5278451,6351413,1.27,1380.41,,
3459672,250040,3.71,4.19,,
4353397,6603460,7.08,38.29,,
6923934,3584192,8.52,22.83,,
8546939,3358301,2.75,253.08,,
9132309,4632812,3.1,294.42,,
5526074,3293770,2.44,204.37,,
4804526,379390,1.83,36.45,,
9155450,8084519,6.92,103.16,,
1929598,9143289,3.13,120.48,,
454073,1837631,8.26,0.82,,
7625529,5479289,3.03,303.92,,
4997043,258652,4.55,4.17,,
9812823,3825362,8.81,32.3,,
9135127,8256179,0.16,209432.98,,
8280575,799517,8.32,6.38,,
2686394,7435249,8.09,20.38,,
4747377,5896592,8.09,28.56,,
1570627,2863912,7.55,5.26,,
5295068,1913378,1.79,210.47,,
1644521,5740413,4.53,30.71,,
3842935,7360640,7.99,29.57,,
6685698,442932,1.11,159.86,,
2011110,9822400,1.7,455.86,,
8885916,7752392,6.29,116.04,,
3768220,844973,1.18,152.32,,
7258124,4478306,1.85,634.28,,
7556828,4501048,0.24,38010.48,,
9423210,1747352,0.66,2544.78,,
2602386,2222508,9.47,4.3,,
9344156,3040686,1.19,1347.31,,
9588477,2236976,2.54,221.46,,
3376245,7487445,9.82,17.51,,
6837277,4088375,8.45,26.14,,
2253494,6252677,7.88,15.16,,
2414098,9495178,4.81,66.17,,
9582551,6544178,5.55,135.82,,
4480860,6153664,5.32,64.96,,
5000407,6066401,0.41,12020.03,,
5843128,8236054,9.32,36.99,,
2700509,3952124,2.32,131.85,,
6206133,3604946,7.68,25.34,,
5491597,1998137,3.86,49.19,,
8778746,7970014,0.23,86401.37,,
8343091,8620487,6.52,112.95,,
6616832,4185334,2.77,240.36,,
4980946,3189478,7.56,18.53,,
7797740,6957708,7.27,68.49,,
6212706,7591165,2.92,369.71,,
2615581,3592895,9.13,7.52,,
8392098,4510936,4.17,145.29,,
7860839,2072074,3.33,98.14,,
7812087,7574221,0.09,451751.98,,
2204440,3601882,9.49,5.89,,
3925403,8790763,6.68,51.58,,
5018676,1963750,1.73,219.41,,
6459588,6534997,9.57,30.74,,
7336726,9168918,1.45,2141.61,,
7404874,7809309,2.94,446.55,,
3563881,8497891,5.99,56.36,,
742130,4933546,0.69,507.9,,
6188836,4282095,2.94,204.15,,
6941325,2960859,4.9,57.13,,
189469,1091563,5.44,0.47,,
9157615,7152093,6.7,97.35,,
580337,6392876,1.93,66.13,,
6191830,5458917,2.83,280.68,,
7649869,545263,4.33,14.87,,
8630939,7408678,4.47,213.34,,
9758424,8772318,9.29,66.19,,
1647546,4346380,4.37,24.98,,
5652573,5171667,5.61,61.96,,
8083225,9180690,6.22,127.98,,
1386397,3287437,9.78,3.18,,
2596129,8997172,7.04,31.49,,
5178424,8298921,9.34,32.85,,
3230376,7963672,0.72,3286.66,,
4688713,1712742,9.43,6.03,,
2805039,2889425,6.14,14.34,,
635164,1904938,3.26,7.59,,
9863868,4746562,9.13,37.45,,
7527778,9492745,5.69,147.22,,
5343573,2942153,2.6,155.23,,
9810793,5829143,2.52,602.42,,
1587263,3308490,8.46,4.9,,
9252877,2688435,8.95,20.73,,
2579969,7354139,9.02,15.56,,
6697000,5525835,7.55,43.3,,
5754929,5583145,5.73,65.21,,
2183388,7172848,3.58,81.7,,
8027391,7073950,5.86,110.19,,
3797377,797884,5.71,6.2,,
3966735,6193716,0.83,2367.85,,
38863,7022269,8.39,0.26,,
855139,7284814,5.55,13.5,,
1661303,498988,1.07,48.27,,
4991031,6730187,5.48,74.68,,
9729751,203477,3.78,9.26,,
6718518,7862000,5.85,102.99,,
4230621,2292039,2.65,92.04,,
9767596,574553,1.58,150.6,,
2383763,6535691,7.98,16.34,,
5464670,9675084,9.91,35.9,,
6005630,3228773,1.7,446.19,,
9685741,2370713,2.67,215.33,,
6346162,5567848,9.91,23.99,,
7090196,332120,9.03,1.93,,
880040,7319603,2.89,51.37,,
2721770,2887367,8.89,6.64,,
8737435,8125321,6.96,97.8,,
6719862,6770678,5.2,112.2,,
7852310,6556113,2.03,835.28,,
296877,1909457,6.15,1,,
1934294,702832,4.02,5.61,,
9718289,1712463,0.43,6021.74,,
6520738,7525926,2.31,612.41,,
5938548,726931,0.37,2059.61,,
1978304,1712238,4.05,13.75,,
5176783,9005400,9.71,33,,
6096060,6939032,2.49,456.17,,
8389586,4745160,4.55,128.17,,
2905867,7930700,1.89,432.66,,
8121459,9950435,3.97,341.62,,
8583123,1951849,2.46,184.24,,
1368432,2988364,9.58,2.98,,
6557803,3308750,2.51,229.95,,
8842196,4531733,2.3,507.05,,
1942021,8405234,2.17,230.91,,
9970840,9044474,5.62,190.7,,
7215678,7074805,8.23,50.34,,
1515336,6933948,5.01,27.88,,
1026191,6237005,9.4,4.84,,
9876429,2075432,6.19,35.66,,
1633613,6417459,7.81,11.47,,
2905521,9889643,0.87,2513.42,,
5091242,6298012,6.13,56.91,,
6906889,126033,8.74,0.76,,
8678518,4368983,6.65,57.29,,
9989600,7585625,3.35,451.42,,
3629212,7026133,7.3,31.92,,
5257799,6807865,8.11,36.33,,
2464569,125369,0.33,188.46,,
7239084,9894679,9.96,48.14,,
7363715,6995945,6.52,80.82,,
6488507,1538688,9.3,7.7,,
537461,5589558,5.19,7.45,,
5152989,4741030,9.75,17.16,,
9443748,3448756,5.36,75.76,,
7676869,1887048,2.32,178.9,,
3514740,2150919,3.21,48.94,,
3895859,5261020,1.9,378.27,,
977431,7837152,2.7,70.03,,
9687888,1318156,4.71,38.43,,
3878036,3086547,4.6,37.71,,
119802,4540975,3.74,2.6,,
5745126,8499888,6.44,78.59,,
7393449,9644467,7.01,96.76,,
3694606,1542054,4.82,16.37,,
7475225,2510276,0.96,1369.15,,
4860630,6573674,7.22,40.96,,
1642386,3080381,6.65,7.64,,
7018442,5426550,3.14,258.21,,
164353,2047352,0.74,41.43,,
9574947,3657733,4.89,97.86,,
2691439,2384956,2.99,47.84,,
3601672,9428799,9.92,23.05,,
2604212,2056002,5.48,11.92,,
9297001,9066003,8.44,78.87,,
7910893,8457135,6.23,115.05,,
8985447,9117788,2.47,892.64,,
7638375,3325916,1.72,575.51,,
3329299,5435224,2.12,267.69,,
429248,1464917,6.72,0.93,,
3181327,6024359,3.32,115.79,,
863154,9038314,0.49,2196.97,,
9879634,3898854,9.31,29.66,,
8525057,8106664,4.05,280.47,,
3446622,7022200,0.19,46750.99,,
5607096,9536841,6.17,93.78,,
135971,7169734,6.58,1.5,,
9612233,8886922,4.32,304.86,,
428087,2044314,7.32,1.09,,
7098544,7439247,8.1,53.72,,
7645811,5948426,8.29,44.21,,
3033186,9292983,8.2,27.95,,
5069637,5669488,8.88,24.32,,
3283157,6548116,4.98,57.73,,
2160010,7083713,5.4,35.07,,
9634352,2498249,4.57,76.92,,
8985602,9172621,8.28,80.21,,
4707535,7286481,4.64,106.47,,
7138498,5703427,3.36,241.24,,
8892032,6662549,1.28,2396.29,,
3012998,3882852,2.56,119.37,,
3715688,4566929,7.26,21.5,,
1234390,5768998,8.68,6.3,,
675438,5872031,9.7,2.81,,
6508611,4668148,8.68,26.89,,
2219443,4197597,6.74,13.69,,
666511,6710385,4.88,12.56,,
9973138,4123609,0.63,7022.21,,
5861345,627689,9.73,2.59,,
9168518,8853671,2.09,1240.85,,
5404817,6579313,9.36,27.06,,
1860617,1709059,6.18,5.55,,
3379263,949133,6.43,5.18,,
569930,4680953,4.18,10.17,,
2772100,6641010,2.56,186.81,,
2221493,9942362,2.19,307.45,,
6124614,4559624,2.11,420.11,,
3750780,3021131,5.26,27.32,,
4234122,705247,0.9,247.53,,
9952764,2657080,6.86,37.49,,
1760610,6740593,8.08,12.13,,
357458,8938922,2.49,34.26,,
7657516,4023044,2.06,482.78,,
9535014,7660338,2.78,630.17,,
8491906,2887825,1.2,1127.06,,
8950917,1438973,4.8,37.27,,
2842668,1869009,7.42,6.44,,
3575347,7095061,1.6,659.75,,
9463621,5543820,5.1,134.52,,
8372193,2141895,7.09,23.79,,
2772373,8417041,8.38,22.19,,
7322842,199412,1.43,47.98,,
5022613,8853467,7.58,51.65,,
5682063,3708293,7.7,23.69,,
899973,4773396,5.44,9.69,,
462793,1128384,6.33,0.87,,
6049694,8493770,2.34,626.41,,
3607664,1675415,1.32,231.05,,
9442963,6074508,3.31,350.06,,
4271570,7858311,4.67,102.69,,
3118745,4812591,2.07,234.65,,
2095942,6660131,6.74,20.52,,
9800987,1701574,2.61,163.36,,
2690045,3115357,9.47,6.23,,
6964840,7843587,9.59,39.61,,
105929,4727984,9.7,0.36,,
4638122,2012244,5.71,19.12,,
9378592,7968001,0.48,21577.56,,
5230684,4034950,6.41,34.28,,
5591088,7094602,9.55,29.05,,
6945116,3269092,0.39,10126.31,,
2235738,4471960,4.18,38.21,,
7612864,1443768,3.35,65.3,,
1194893,5906444,4.45,23.75,,
8229504,5616076,4.94,126.29,,
9276962,2870984,5.98,49.69,,
681387,7586791,5.42,11.73,,
2692248,8309414,1.26,942.44,,
793948,1891674,3.22,9.68,,
5363919,9350413,8.31,48.47,,
7343294,6300386,2.92,362.62,,
8781868,5506966,9.03,39.57,,
1670111,5033556,8.1,8.54,,
4036770,5871257,6.09,42.66,,
8998716,8671192,1.34,2912.11,,
3637049,6288171,7.85,24.77,,
8770709,6519767,0.42,21679.44,,
9544235,9900547,0.42,35368.59,,
3492016,35375,8.12,0.13,,
2900929,382931,9.25,0.87,,
6065771,5408367,5.44,74.07,,
9617161,2847018,3.17,182.29,,
3676180,1728768,8.55,5.8,,
6932578,6560793,9.51,33.54,,
803704,970081,7.24,0.99,,
7017760,5317241,9.21,29.34,,
7624954,8152263,8.77,53.88,,
7425798,1212955,5.57,19.39,,
5625122,1338915,4.79,21.9,,
6634941,4121763,9.59,19.86,,
7858687,7266893,0.49,15960.44,,
9282261,3999874,9.61,26.81,,
4748294,3091450,7.61,16.9,,
2500057,7824773,8.32,18.88,,
9999094,9904004,8.64,88.59,,
744197,4706298,7.28,4.41,,
213915,2415120,5.82,1.02,,
8002418,401699,0.62,557.56,,
8968646,5462301,4.17,188.02,,
2453211,4051436,9.32,7.63,,
2281020,9447424,9.51,15.9,,
934955,2724884,1.19,119.32,,
542510,4854680,4.27,9.64,,
3447661,9259988,4.73,95.34,,
3555503,423887,9.63,1.08,,
2265097,4459642,9.38,7.66,,
4351694,5957262,1.62,657.26,,
2789514,1885964,3.17,34.85,,
8751036,1810539,8.23,15.61,,
664455,8032712,8.84,4.55,,
1599466,524161,4.77,2.46,,
7131982,71036,6.72,0.75,,
6990825,8813760,6.22,106.31,,
9896036,8969493,1.46,2767.09,,
2423891,448267,0.24,1274.87,,
4816616,5331016,3.98,108.05,,
3106286,4524148,6.09,25.28,,
2349692,8612680,7.11,26.74,,
7351356,6487669,0.17,111122.26,,
3490426,3112482,2.98,81.6,,
3138685,8368605,9.51,19.37,,
5293372,8286565,5.27,105.47,,
3056858,9572142,0.04,1152264.66,,
8297523,7238077,0.7,8256.26,,
9870884,2926354,5.32,68.02,,
3411406,3651690,4.73,37.18,,
4370165,2203967,8.16,9.65,,
9095908,5538560,2.04,804.5,,
6545497,748570,2.76,42.97,,
6469605,9500829,3.92,266.75,,
7622289,8428283,5.34,150.51,,
1930035,5500756,5.81,21,,
3762860,1187166,2.18,62.95,,
6518086,8437885,7.82,60.07,,
6313274,2386787,7.5,17.87,,
4167658,1549465,2.26,84.22,,
3512943,9008098,7.45,38,,
2233750,710280,1.32,60.66,,
710541,3558282,1.8,52.28,,
2394854,1106846,0.76,306.41,,
5112672,7799214,7.51,47.23,,
3666735,8556744,0.73,3935.21,,
3317224,7141025,6.13,42.07,,
2958638,2859590,4.37,29.57,,
3138417,6129837,4.63,59.92,,
7742848,5640003,3.9,191.55,,
9914342,4083680,7.96,42.64,,
8051831,141443,8.86,0.97,,
4207238,3431813,7.16,18.8,,
3787453,5566973,1.66,511.3,,
2091085,1158288,3.62,12.35,,
1325246,6184290,0.58,1644.04,,
2244870,5890932,8.39,12.54,,
1501503,6696344,9.06,8.18,,
2132400,7367517,9.57,11.44,,
3912857,9072619,3.58,184.94,,
5820696,5191516,3.39,175.16,,
1695643,7769011,0.94,1004.57,,
4420114,1211575,2.23,71.66,,
6875363,6367908,0.6,8213.16,,
8490149,7506605,3.53,340.66,,
3410094,2650219,4.63,28.19,,
7203664,4546203,1.75,709.88,,
6141442,103302,1.87,12.07,,
3586017,3330343,4.55,38.42,,
8633431,7556430,4.14,254.21,,
1304783,7713204,9.9,6.85,,
2813048,3120198,4.14,34.24,,
8750661,7539979,1.53,1876.52,,
9114628,4809292,4.36,154.16,,
7032543,7101422,3.94,214.95,,
8582596,8277219,6.49,112.38,,
3389802,2566454,8.75,7.58,,
9053470,1197953,3.3,66.52,,
8431785,574554,1.71,111.16,,
502545,3651306,6.78,2.66,,
6540946,7350000,1.56,1311.82,,
4221249,9534196,4.99,108.04,,
1746239,5787500,7.83,10.99,,
1694813,646222,8.58,0.99,,
3671608,9076926,0.68,4837.36,,
7016979,9187366,8.11,65.46,,
1857066,7175375,8.94,11.13,,
3113619,2142698,2.09,102.22,,
7958390,5338799,2.54,439,,
7563345,2117162,9.62,11.54,,
